PDB_ID,Download_status
4ftx,OK
3a74,OK
5ox0,OK
1hq5,OK
4use,counts
1lm8,OK
4i5x,OK
2ogd,OK
5xtf,OK
4mlh,OK
3frx,OK
5noq,OK
4iw3,counts
4wyg,OK
3fyk,OK
6q4a,OK
3k9n,OK
2von,OK
3wgb,OK
4blz,OK
5bwm,OK
2c4g,OK
1ai3,OK
5wfx,OK
3a5m,OK
1dgd,OK
3zlb,OK
3pkq,OK
4nke,OK
2bmx,counts
3s2d,OK
5k3o,OK
5cgf,OK
5kkz,OK
4n3n,OK
3hqp,OK
6fba,OK
3ab1,OK
2ov4,OK
6hwf,OK
1ad2,OK
1qf6,OK
2bal,OK
4v83,failed_download
4jxj,counts
5x2l,OK
4gnt,OK
5l0y,OK
2x0x,OK
4gm4,OK
3vk4,OK
5n3i,OK
4wb7,OK
6hny,OK
4mf6,OK
4l27,OK
1v1r,OK
1f3l,OK
1mn7,OK
4kw6,OK
3ihz,OK
2gpc,OK
4ni5,OK
5bx6,OK
1qrt,OK
5mue,OK
4qgk,OK
4dhs,OK
4xl5,OK
4ma4,OK
5a08,OK
2e5a,OK
2v7b,OK
2hrm,counts
4qo7,OK
1pcq,OK
4tyn,counts
4do0,counts
5nhs,OK
3mtd,OK
1huk,OK
6bvt,OK
5o6b,OK
6hgq,OK
1jdr,OK
4n9x,OK
2o2p,OK
2huz,OK
5km6,OK
5emk,OK
4txc,OK
2dxi,OK
6mpi,OK
1rab,OK
4prl,OK
5div,OK
4c95,OK
3azj,OK
1ndy,OK
5v62,OK
3lx4,OK
2nuk,OK
1tag,OK
2ek8,OK
3grp,OK
2po5,OK
4md8,OK
2eq7,OK
4hqd,OK
5x9d,OK
2bgr,OK
6hzd,OK
2xzl,counts
4mx9,OK
3eb9,OK
1ft3,OK
4ycv,counts
3bya,OK
1wrz,OK
3quq,OK
4wqu,failed_download
1jzr,OK
3wvl,OK
1x1r,OK
3kb6,OK
4drh,OK
5anh,OK
4q41,OK
5yeq,OK
5z6t,OK
2axn,OK
1l2o,counts
6ic0,OK
4yur,counts
4otl,OK
4trz,OK
4l1m,counts
3mmh,OK
2hmf,OK
2h88,OK
2dka,OK
3r8h,OK
5wlw,counts
4q9z,OK
2pdu,OK
2zev,OK
6mhe,OK
6gfp,OK
3n9y,OK
1zq9,OK
5aqk,counts
5hd4,OK
4dnv,OK
5bww,OK
4lad,OK
4nr3,OK
3mjh,OK
4dr1,OK
5zsq,OK
4ij5,OK
4gsm,OK
4i3l,OK
1wqa,OK
2v3j,OK
5nw8,counts
2oj3,OK
3ce6,OK
3i3s,OK
1qx7,distance
2c4k,OK
4mlv,OK
6iin,OK
4gow,OK
2bhb,OK
3rku,OK
4zv4,counts
1ozu,OK
1meo,OK
1zte,OK
5zut,OK
2c1n,OK
2f7z,OK
4iru,OK
2bts,OK
1hfu,OK
1xtu,OK
2nxw,OK
2ifq,OK
5c6g,OK
5c7l,OK
4lnk,OK
4gk7,OK
4cxm,OK
2h07,OK
1exv,OK
2yd0,OK
1idc,OK
1a36,counts
6mcw,OK
1ohd,OK
2odb,counts
5fuh,OK
6bzc,OK
1fq6,OK
1g57,OK
5oqu,OK
3loi,OK
2qxl,OK
5dpt,counts
3wjs,OK
6ao5,OK
1ygz,OK
3hgb,OK
1tk5,OK
1wbs,OK
4ju9,OK
1vyr,OK
3nen,OK
5xv2,OK
6so4,counts
1vvj,failed_download
4m1w,OK
4r1u,OK
5v8t,OK
4enl,OK
3uqi,OK
3paf,OK
5ksz,OK
5mfg,OK
3kt3,OK
1ozh,OK
3l84,OK
3ums,OK
1yns,OK
4p0e,OK
6cd1,OK
2hei,OK
6quz,OK
1q7c,OK
4bdj,counts
6iqj,OK
4qlc,OK
5l6w,counts
4emg,OK
5ful,OK
6esa,OK
4ih8,counts
2p0w,OK
4md7,OK
6uds,OK
6hrh,OK
2ajc,OK
1mq0,counts
3icq,counts
5aw4,OK
1p3l,OK
6nbw,OK
5eg1,OK
6gue,OK
2eeq,OK
6dv2,OK
3mi9,OK
5ns3,OK
4ogr,OK
1r6l,OK
6rik,OK
4k41,OK
6m7t,OK
1k3u,OK
2vel,OK
5chv,OK
6qc0,OK
5kfl,OK
4hgv,OK
6huf,counts
4qnw,OK
4c08,OK
2agv,OK
4krc,counts
4gg1,OK
2xay,OK
6jxh,OK
1ek0,OK
2g9u,OK
4dml,OK
2jfl,OK
2bkr,OK
6ihi,OK
6g16,OK
4hb0,OK
1xu7,OK
1c96,OK
3naz,OK
4gx3,OK
2ine,OK
6ovx,OK
1yrh,OK
4aja,OK
2ji0,OK
1ux1,OK
4j5d,OK
2rc1,OK
4gqc,OK
1gpa,OK
3fxz,counts
3lel,OK
1r3w,OK
4hk1,OK
5td7,OK
3rjs,OK
2i0e,OK
4j73,OK
4nw6,OK
4qv0,OK
5mh6,OK
1vfl,OK
5kq5,counts
6d61,OK
2wh0,counts
4g5g,OK
1k8a,OK
4ypf,counts
1ju9,OK
2h6d,OK
5kfn,OK
3vl7,OK
1fkx,OK
2a2n,OK
3kv3,OK
3c2c,counts
4arw,OK
6nhk,counts
2j23,OK
4gcj,OK
3hza,OK
5okt,OK
3k1w,OK
1qn6,OK
2yzu,OK
1rrf,OK
4hus,OK
5vsk,counts
5o9y,OK
5x8n,OK
6o07,counts
2dyr,OK
4acg,OK
3eci,counts
2qkc,OK
4nvh,OK
6q4i,OK
3cb2,counts
6oin,OK
1w60,OK
5t4i,OK
5ja0,counts
6dex,OK
1ky4,OK
5xf4,OK
5ueh,OK
2qn8,OK
2nua,OK
1x98,OK
4mpn,OK
4nxn,OK
2fg5,OK
4yj5,OK
6enl,OK
5m80,counts
4ho6,OK
6fa5,OK
2jhz,OK
1agx,OK
2nvz,OK
6nbk,OK
5b40,OK
1irw,OK
1dd5,OK
4o9c,OK
4w6z,OK
1xrb,OK
1or8,counts
1irv,OK
6q2t,OK
4rzh,OK
6uyz,OK
3zdf,OK
6mne,OK
2fgc,counts
3h9r,OK
2fe4,OK
1rag,OK
1um9,OK
1vga,OK
5idn,OK
2icv,OK
4ohw,OK
4ryp,OK
2ou2,OK
2p4j,OK
2z2r,OK
1s6c,OK
6nu1,counts
3i4t,OK
6g2u,counts
4e6p,OK
1vji,OK
1kee,OK
4zyv,OK
4dhm,OK
5xu8,OK
2o1v,OK
3hsc,OK
6ade,OK
4eu2,OK
6qa8,OK
2duz,OK
3qm3,OK
2hyi,OK
4p77,OK
3cxc,OK
5lxm,OK
1xgv,OK
1as2,OK
1vq8,OK
5qra,OK
6g8j,OK
4mh3,OK
2gsa,OK
5xb5,counts
5v6v,OK
4eh1,OK
2qd3,OK
5kyk,OK
4ruv,counts
4nnz,OK
2c0j,OK
3qd3,OK
2z3w,OK
4kmo,OK
4hok,OK
1dos,OK
2ywb,OK
5iwa,OK
4d5g,OK
3w1y,OK
1ppj,OK
5hwq,OK
3p41,OK
3su8,OK
1bva,OK
2bia,OK
4l78,OK
3pdb,OK
1h0w,OK
1jcr,OK
6e99,OK
6v2m,OK
3aeo,OK
2vgo,OK
3ukz,OK
3mft,OK
5z33,OK
1i41,OK
4m5d,OK
1e58,OK
6jxd,OK
4iiv,OK
4bc3,OK
5o5m,OK
3fqj,OK
4c2m,OK
3zeu,OK
6rj6,OK
1ky3,OK
1kv1,OK
5otf,OK
3cir,OK
1knp,OK
3h9d,OK
6f5h,OK
2w1h,OK
2uzb,OK
6aqh,OK
4mp7,OK
3oks,OK
5yb0,OK
3p1o,OK
5y4t,OK
3ae4,OK
6n2g,OK
1nik,OK
4wle,OK
1rv4,OK
4pod,OK
5yks,counts
3o5e,OK
4a26,OK
3hy5,OK
6ize,OK
3aze,OK
4hvk,OK
6o5n,OK
4lg9,OK
3pga,OK
3k7v,OK
1am5,OK
5oro,OK
5lub,OK
1f05,OK
3zf0,OK
3bzm,OK
3tso,OK
5lud,OK
3m2d,OK
4tn8,OK
4f70,OK
4eyv,OK
3osl,OK
1mrq,OK
2q4r,OK
1zze,OK
5ee0,counts
4fl9,OK
6da8,OK
5xvv,OK
5c74,OK
5br4,OK
1mik,OK
4fvt,OK
6d6j,OK
5wwl,OK
1pze,OK
4fv5,OK
4wb6,OK
3pkp,OK
2rcc,counts
4zr8,OK
1kpc,OK
5aqy,OK
5vpy,OK
4d1z,counts
4h5t,OK
4jax,OK
1yz0,OK
6uyt,OK
4zsl,OK
2ek7,OK
6r9q,counts
5w4w,OK
3zun,counts
6bn2,OK
4xpd,OK
2a3z,OK
4eoj,OK
2vtm,OK
3elf,OK
1su5,OK
4p0w,OK
1pv1,OK
3i33,OK
4a5o,OK
5v03,OK
2wqe,counts
4k9m,OK
1b4t,OK
3acp,OK
4xhg,OK
2w7x,OK
4lbw,OK
4gx6,OK
5lnu,OK
6bxi,OK
2c9s,OK
4y49,counts
2clm,OK
5y4e,counts
1c23,counts
5een,OK
3hja,OK
4hk4,OK
1un9,OK
6kyl,counts
2pc9,OK
6d91,OK
1kqm,counts
2ynr,OK
4w7i,OK
3e9b,OK
2vf6,OK
6b8l,OK
3bcu,OK
2he8,OK
4gav,OK
4qg8,OK
3m85,OK
3rj1,counts
5o9l,counts
4eom,OK
3h7n,OK
2zjq,counts
3kkv,OK
2p6k,OK
3gdk,OK
3d9y,OK
2z52,OK
6gir,counts
1cci,OK
1z82,OK
2cu0,OK
6gnb,OK
4ew1,OK
5ta2,OK
4y8u,OK
3id6,OK
6s43,OK
4qxj,OK
3sea,OK
6adi,OK
4ery,OK
3gg9,OK
4acc,OK
6qdj,OK
6hns,OK
4uof,OK
5cpk,OK
4jms,OK
3d4u,OK
1yrl,OK
6a11,OK
2r77,OK
2q2n,OK
1jtk,OK
2x25,OK
1p8z,OK
3s17,OK
4xd7,counts
1csr,OK
5cb6,OK
3l6o,OK
3fky,OK
6ufx,counts
4o59,OK
6epn,OK
4ov4,OK
2jeo,OK
3jus,OK
5bwz,OK
4dbq,OK
2dxv,OK
5xa7,OK
3gtd,OK
5l7p,OK
1rqf,OK
6usn,OK
5wdr,OK
4zgy,OK
6tnk,OK
5eek,OK
1ell,OK
2yps,counts
4i50,OK
3bra,OK
2wwg,OK
2j5n,OK
4f7u,OK
4d56,OK
6em2,OK
4q1t,counts
4zgp,OK
3nva,OK
4fqf,OK
6pex,OK
4qv8,OK
2q9o,OK
4mk4,OK
6e0e,OK
3c0r,OK
6r3v,OK
2btm,OK
4tot,OK
1h62,OK
1t5y,OK
1zmv,OK
4mle,OK
5uzk,OK
1q45,OK
4lnm,OK
1ctq,OK
3rab,OK
2dzz,OK
5xdp,distance
1aet,OK
4aot,OK
4q1s,OK
2qxw,OK
3u2w,OK
2cjg,OK
5yg3,OK
3klm,OK
5mc5,OK
5vjz,OK
5aqi,OK
3h99,OK
5jm6,OK
6pta,OK
2yrx,OK
3fmv,distance
1x9n,OK
4e0b,OK
4ci6,OK
4nfs,OK
5iz1,OK
4djc,counts
5aqw,OK
7gpb,OK
5gwt,OK
3l0n,OK
4nml,OK
5eje,OK
1euw,OK
3lyl,OK
4jae,OK
3tif,OK
5abx,OK
4qnk,OK
1qzq,OK
1vpx,OK
3a8x,OK
5di3,OK
4qta,OK
3m0i,OK
5yxh,OK
4uib,OK
4i4g,OK
4bnu,OK
4drx,OK
1mj9,OK
6htg,OK
1xpm,OK
2bi5,OK
2euh,OK
5l86,OK
4anb,OK
5l6h,OK
1a06,OK
5xip,OK
6no5,OK
3hxc,OK
4rg1,counts
1s73,OK
2ic7,OK
2y6b,OK
5ef8,OK
5jp1,OK
2pj9,OK
1p2g,OK
3i4c,OK
2fap,OK
2pwq,OK
5goi,OK
3ul0,OK
2g9a,OK
4aj7,OK
2wqm,OK
6gfy,OK
3fzk,OK
6f75,OK
6b4r,OK
2f7s,OK
5iln,OK
4ed7,OK
5zg5,OK
4kwf,OK
2r8j,OK
4e2e,counts
2o1u,OK
1iyd,OK
1w9k,counts
1gar,OK
4pc1,OK
1olx,OK
3kce,OK
5nyn,OK
3mb5,OK
4v7w,failed_download
3o0g,OK
3nfy,OK
2pmi,OK
3rcf,OK
1plq,OK
2v5w,OK
2r2l,OK
3ror,OK
2ik7,OK
1gwn,OK
4kyt,OK
4zbj,OK
3f6e,OK
1nai,OK
3sfy,OK
1uch,OK
2po1,OK
1noi,OK
6s9k,counts
1p1j,OK
3evk,OK
6den,OK
2wqy,OK
3onc,OK
3von,OK
3tpq,OK
4o6z,OK
2a0c,OK
3wzf,OK
5mcp,counts
2gr9,OK
1evl,OK
4erw,OK
5k77,OK
3kkq,OK
3ckk,counts
1y77,OK
3eku,OK
1p29,OK
4my1,OK
1adb,OK
5f06,OK
2csx,OK
5ifi,counts
4eo4,OK
1kj8,OK
1i08,OK
5xae,OK
2oeg,OK
6adh,OK
3v8d,counts
6e16,counts
1yqg,OK
1v9s,OK
1wwr,OK
5vq1,OK
5jv1,counts
1nbm,OK
2jam,OK
3q3b,OK
2bm1,OK
2qd5,OK
3rei,OK
2qhn,OK
2bqy,OK
6jzl,OK
5wpm,OK
6chg,OK
4ubw,OK
4yio,OK
1t8e,OK
5u2a,counts
5i34,OK
1fpi,OK
6bvk,OK
4dr5,OK
1xfu,OK
3h0g,OK
4qqe,OK
5kr6,OK
5j6a,OK
1tu4,OK
5ehf,OK
1v4k,OK
4tub,failed_download
2xch,OK
3zht,OK
3oj7,OK
6bjb,OK
4fv9,OK
2a4l,OK
4def,OK
4qrd,OK
5z9a,OK
3r7c,OK
1nsw,OK
4hi8,OK
3m4j,OK
2qrc,OK
6n70,OK
5d0k,OK
6uv4,OK
4gk5,OK
1nop,OK
6ac9,OK
6odd,OK
3kag,OK
16pk,OK
4qlu,OK
3g3m,OK
5jwc,OK
1a05,OK
1qx5,OK
3zcx,OK
5wt2,OK
2nxn,OK
5tqh,OK
1ml4,OK
4avy,OK
3gpc,OK
6s6a,OK
4v9h,failed_download
4flc,OK
2gvd,OK
3kf9,OK
3p80,OK
4dc9,OK
5e3k,OK
5os2,OK
5aw9,OK
3fml,OK
1z8n,OK
4r54,OK
4gpm,OK
3i3g,OK
4mpy,OK
1ke8,OK
6djd,OK
4a3i,OK
4jz2,OK
3w1g,counts
6ob5,OK
3tfo,OK
3ex1,OK
1vi6,OK
1xsm,OK
3oeq,OK
6ftc,OK
1ry0,OK
3gof,OK
4j0z,OK
3azi,OK
3th6,OK
4ou3,OK
1ffh,OK
4e1q,OK
1pd1,OK
2y6u,OK
1ld8,OK
5bkc,OK
6hmd,OK
1qxl,OK
3grr,OK
2vbi,OK
3oc3,OK
4exq,OK
3rc1,OK
3bgg,OK
5n9g,OK
5o7a,OK
6na5,OK
2d1c,OK
3lvk,OK
2ewa,OK
2fp4,OK
3o85,OK
5gk4,OK
5jod,OK
4lca,OK
3jwp,counts
2eck,OK
1txt,OK
4d75,OK
4nut,OK
4bew,OK
3r9d,OK
2yir,OK
4d6t,OK
4prk,OK
5wha,OK
5frr,OK
6e90,counts
2zqu,OK
4xcg,OK
1x1o,OK
2p1o,OK
2zki,OK
4rls,OK
2v1m,OK
3kk8,OK
3tac,OK
3n2l,OK
5lyc,OK
4kzy,OK
2od9,OK
1hb6,OK
2bz9,OK
4pep,OK
6s8l,OK
6jky,OK
3pmp,OK
3vjk,OK
5axm,OK
2fyo,OK
4nft,OK
4fk5,OK
5hf3,OK
4to8,OK
3gcg,OK
5x1b,OK
2vib,OK
4m78,OK
2vgp,OK
1zcn,OK
2j9x,OK
2ar7,counts
1kps,OK
3mfu,OK
6p8z,OK
4v4i,failed_download
6dhq,OK
3o5p,OK
5m23,OK
3heg,OK
4y3u,OK
2j0q,OK
4eb7,counts
3lfb,OK
6i7n,OK
2e1w,OK
3so2,OK
6r4g,OK
1bmk,OK
3cpj,OK
1a77,OK
3h9m,OK
4a2g,OK
2vgl,OK
2esd,OK
1dse,OK
4ig9,OK
5nq8,OK
6g6n,OK
1ucw,OK
3wf9,OK
3vml,OK
5hn8,counts
1yrv,OK
2ok3,OK
4raf,OK
4ecy,OK
5nmc,OK
1p4g,OK
5x51,counts
4lh0,counts
2dkj,OK
4pc0,OK
5x6i,OK
6g2v,OK
4h7n,OK
2g24,OK
3u9x,OK
1z7w,OK
2j7t,counts
4nri,OK
4jhp,OK
4ubu,OK
2a6y,OK
5mjk,OK
1vec,OK
1rby,OK
5t47,OK
1vg3,OK
2i4a,OK
4f4c,OK
5xac,OK
2j91,OK
1vdk,OK
3prl,OK
3gvh,OK
5ax0,OK
5t4s,OK
6r1r,OK
1z3c,OK
4iku,OK
3e3n,OK
1fa9,OK
3nyw,OK
2o0l,OK
5gv4,counts
4wdu,OK
6gxk,OK
4ipx,OK
3swt,OK
5wg8,OK
4k9i,OK
3uyt,OK
4hdt,OK
5lgz,OK
4djn,OK
3vux,OK
3ujk,OK
2fju,OK
1j3b,OK
4n0a,OK
2wev,OK
1vya,OK
6hsz,OK
2gai,OK
3n9p,OK
4c9g,OK
1ert,OK
1j91,OK
1mrl,OK
3vuy,OK
2wtv,OK
4qv7,OK
3v9r,OK
2v77,OK
3h97,OK
6dtl,OK
1ipc,OK
3m2a,OK
2qz9,OK
3fi9,OK
3q8w,OK
5enn,OK
2v7f,OK
2ji9,OK
2x16,OK
3w16,OK
5gri,OK
3pnl,OK
2clw,OK
2iht,OK
4e0c,OK
5mmr,OK
5szk,OK
1y5r,OK
4mrr,OK
5c3j,OK
5hkv,counts
4j1c,OK
6hap,OK
4kq5,OK
4jzk,OK
4lt6,OK
1grt,OK
5yqg,counts
4aeo,OK
4umx,OK
5v6q,OK
1ahg,OK
2zuk,OK
3p19,OK
5ekw,OK
2rmb,OK
4nq0,counts
5tdm,OK
4ewq,OK
1v10,OK
4u1c,OK
4lcd,counts
6gn0,OK
3pvb,counts
2pqr,OK
5opw,OK
3ick,OK
3vey,OK
5kwd,OK
4zb7,OK
4b1z,counts
3uvt,OK
6gzh,OK
2vku,OK
3mg6,OK
2qvr,OK
3bug,OK
4bfm,OK
6a23,OK
3kwj,OK
3ujm,OK
3n46,OK
1aye,OK
2yn0,OK
5o85,OK
6i6t,OK
6et9,OK
2yq5,OK
3fbn,OK
2c3d,OK
2v7o,counts
4rgj,counts
3v4f,OK
3s1m,OK
2qwq,OK
6dch,OK
4ye9,counts
3qcs,OK
6t6f,counts
1xtt,OK
2vqw,OK
5o9f,OK
5nym,OK
2p22,OK
3rni,OK
1zws,OK
4kud,OK
4gwd,OK
6d3h,OK
1bxz,OK
6pgp,OK
6ffx,OK
3v9c,OK
4buz,OK
2bwu,OK
5gio,OK
5m4y,OK
1rdz,OK
1h24,OK
2i3z,OK
3doe,OK
5i4e,OK
2iw6,OK
4ffb,OK
2imp,OK
3ll8,OK
1x7z,OK
3toa,OK
4nog,OK
2h90,OK
5j88,failed_download
1ioz,OK
5fih,OK
2yxq,OK
1zlz,OK
5tga,failed_download
1mfm,OK
5ax2,OK
4qs9,OK
4dwb,OK
1vlc,counts
6htw,OK
1sze,OK
2otl,OK
4yi9,OK
1yj9,OK
5iuw,OK
3kbz,OK
1h4s,OK
2c6l,OK
6ixl,OK
1pxi,OK
6r9p,counts
3a61,OK
3ael,OK
5m8g,OK
6gd7,OK
6ekk,counts
4nom,OK
5csp,OK
2yix,OK
4isg,OK
3tkq,OK
2wwr,OK
3mks,OK
4aub,OK
5v88,OK
6b6u,OK
5izd,counts
1aaw,OK
1ix8,OK
4rvp,OK
3kfk,OK
1n0j,OK
2d3c,OK
4mp0,counts
2pcr,OK
2iq1,OK
4fgb,OK
6c12,OK
5zwt,counts
3c3i,OK
4qqb,OK
4g1f,OK
5u4p,OK
5gvc,OK
2awp,OK
3tjs,OK
3k9s,OK
1tzy,OK
5i70,OK
1jbm,OK
5os6,OK
4puf,OK
1i96,counts
5cit,OK
2nv0,OK
1d7u,OK
3gn4,counts
6mz0,OK
4dbp,OK
3wim,OK
6e07,OK
2hdn,OK
6n71,OK
3dj8,OK
6pg7,OK
3iw8,OK
1asy,OK
4z0h,OK
2qrh,OK
6ql4,OK
2c6m,OK
6p5m,OK
4blk,OK
3zrr,OK
4i25,OK
2p2c,OK
1rad,OK
3tsb,OK
1uzn,OK
1ktv,OK
2qcc,OK
1re8,OK
6fn9,counts
5yzv,OK
3owl,OK
3rf7,OK
6ay6,OK
1m54,OK
4y9z,OK
4ovn,distance
4ads,OK
1ol6,counts
5dat,failed_download
2dze,OK
1ldj,OK
4ra2,OK
4nt4,counts
2hs8,OK
6sa7,OK
5gk6,OK
5gob,OK
3mum,OK
2vim,OK
3dgk,OK
5os7,OK
1tqn,OK
1ndl,OK
4odj,OK
6r8w,OK
6g8l,OK
3wx9,OK
3mg8,OK
5jxh,OK
6fqx,OK
4xcs,OK
1o9t,OK
4wtp,OK
3c99,OK
4ju8,OK
6v0k,OK
4ync,OK
3bli,OK
5cpn,OK
3ppg,counts
2efg,OK
6j6t,OK
5svo,OK
2c2h,counts
2obl,OK
1yvn,OK
4g2e,OK
6e1z,OK
1sbm,OK
1oz1,OK
4c3h,OK
3qbo,OK
5m2b,OK
6gjk,OK
4bwp,OK
6c6n,OK
5k7u,OK
6ib2,counts
4dz3,counts
1d8t,OK
2r00,OK
1ahf,OK
4gjd,OK
5ac1,OK
1e3l,OK
5aq1,OK
1ys4,OK
5xtm,OK
3ohb,OK
4mqp,OK
1fpk,OK
6eim,OK
4qr9,OK
3tv7,OK
4fyv,OK
5fhi,OK
1m8p,OK
4bdf,counts
4b2w,OK
5jhf,counts
1z3a,OK
2fs4,OK
4b72,OK
3cvp,counts
5aup,OK
1vjo,OK
1d4d,counts
4roc,OK
5h55,counts
6pac,OK
1ipb,OK
5cx9,OK
5ubr,counts
3pvf,OK
2z5m,OK
2nmp,OK
6jy4,OK
4m2l,OK
3iar,OK
1ezv,OK
3epy,counts
4xfv,counts
5ml5,OK
2cun,OK
3m3m,OK
1u1j,OK
5euy,OK
2amy,OK
5ca9,OK
4pzz,OK
4fal,OK
3own,OK
5ey4,OK
2qrg,OK
2z50,OK
6jwj,OK
2wkt,OK
2bi4,OK
6dab,OK
6mbx,OK
4f9c,OK
1gee,OK
4ql9,OK
6nq3,OK
5xcp,OK
3egx,OK
1dce,OK
3b5w,counts
6gq3,OK
1hl6,OK
1z9x,OK
5c2t,OK
5tgm,failed_download
6na6,OK
4q7b,OK
3hxf,counts
4jku,OK
4iuy,OK
3oe1,OK
3qbp,OK
2wyt,OK
2ji8,OK
3fu6,OK
2d3a,OK
1adg,OK
1b6b,OK
3bbb,OK
3tz4,OK
6com,OK
1rxw,OK
3cms,OK
1d8d,OK
2io3,OK
4ip3,OK
3dxn,counts
5aux,OK
3pxl,OK
4it3,distance
4v7l,failed_download
5mpm,OK
6h3p,OK
2gpn,OK
1n4r,OK
5f74,OK
3uf8,OK
6fbz,OK
4dum,OK
2wjv,OK
5obx,OK
1eym,OK
5axd,OK
6qcg,OK
5ez4,OK
4n72,OK
4y7c,OK
4zlk,OK
1zct,OK
6hom,OK
1yc5,OK
5u3f,OK
6a7u,OK
3kci,OK
5d9k,counts
2az1,OK
6h46,OK
4b6l,OK
4pwx,OK
5gtd,counts
1kx4,OK
6jko,OK
4x41,OK
3fed,OK
5gse,OK
2a06,OK
2hhm,OK
1spd,OK
4qw5,OK
1uml,OK
3hoy,OK
3l8c,OK
1cwa,OK
4tn7,OK
5fd7,OK
2hio,OK
1upa,OK
3ua4,OK
1hlf,OK
3wlx,OK
1xkq,OK
4fo7,OK
3g2h,OK
4e5k,OK
3fuk,OK
3mt7,OK
4tlq,OK
3gei,OK
5kul,OK
2e8w,OK
4h3p,OK
3v7z,OK
2hq6,OK
6bw1,OK
1qu4,OK
2gv5,OK
4an3,OK
4mz6,OK
2ie4,OK
4ual,OK
1dtd,OK
2cea,OK
5g08,OK
2pj3,OK
1gkx,OK
2yv2,OK
6cfu,OK
5djr,OK
4mao,OK
5b5w,OK
5kg5,OK
4f40,OK
6byh,counts
6i4r,OK
2bcg,OK
2hv5,OK
3ts6,counts
4gwc,OK
3uin,OK
1h08,OK
2q2o,OK
2q3j,OK
1r6t,OK
5cxb,OK
5zh2,counts
3zo2,counts
6p3w,OK
1ydf,OK
5n75,OK
1cmt,OK
4ocm,OK
3aog,OK
3jwa,OK
5k6t,OK
4rm2,OK
4jg8,OK
6i2s,counts
2y78,OK
3t6x,OK
4adw,OK
2czk,OK
2a4m,OK
5vu5,OK
5vnl,OK
4nu5,OK
3ds6,OK
1ey3,OK
2f90,OK
1wyi,OK
5q03,OK
4ohv,OK
5v3q,OK
6hme,OK
4l0o,OK
5ar0,counts
1jeh,OK
4aa0,OK
2jiz,OK
1mzr,OK
5ncm,counts
4df3,OK
6das,OK
1dxy,OK
4dgb,OK
4q40,OK
1dv4,counts
6ia8,OK
3sth,OK
3cxq,OK
3evm,OK
2z5o,OK
3i62,OK
6huu,OK
3lqf,OK
4jn4,OK
5kfs,OK
5afx,OK
4ha7,OK
3sui,OK
6bja,OK
6mok,OK
4hav,OK
5u9m,OK
2p69,OK
4f62,OK
5cu2,OK
5wqp,OK
6nru,OK
4zi3,OK
1oit,OK
3rah,OK
1u8z,OK
1bej,OK
1cmq,OK
1mmd,OK
6gjp,OK
5g1o,OK
3chs,OK
6g7f,OK
4fl5,OK
3ztd,counts
5iol,OK
4plt,OK
5ise,OK
1xrj,OK
4w9p,OK
6nzc,OK
5y5p,OK
1qyr,OK
3azl,OK
1peq,OK
2hbj,OK
3rmj,OK
3zoo,OK
5i8i,OK
4hjx,OK
1ml3,OK
2oyc,OK
4bws,OK
4xg1,OK
3wgc,OK
2q0k,OK
1yjz,OK
2ypi,OK
3f9v,counts
6c2h,OK
3rg2,counts
5jm4,counts
2c95,OK
1ade,OK
1ygp,counts
2w73,OK
2w97,OK
4jl8,OK
4kam,OK
1xjk,OK
5abu,OK
4aw2,OK
1iih,OK
5t94,OK
6izh,OK
4rxa,OK
2vcs,OK
2e92,OK
4k81,OK
1u8w,OK
3mvi,OK
1s4p,OK
1pxm,OK
3ngt,OK
6ow0,OK
1kar,OK
6eds,OK
3eih,OK
2bq0,OK
3o6b,OK
5lxi,counts
3nfh,OK
2b76,OK
2gnj,OK
2ipo,OK
1axc,OK
6dun,OK
3wel,OK
2wka,OK
4f5k,OK
4q31,OK
6ccz,OK
5vkz,OK
2wwx,OK
5fio,OK
5za0,OK
4y7w,OK
4mva,OK
6hv5,OK
6alj,OK
4pyv,OK
4fc8,OK
4dgn,OK
3vpo,OK
6m91,counts
3tcz,OK
4jb4,OK
5uwx,OK
1me6,OK
1oat,OK
2bdw,OK
5uq2,OK
4v7x,failed_download
6myq,OK
1qqe,OK
4i3z,OK
6una,OK
5jpf,OK
2y6e,OK
5mlw,OK
5cu6,OK
1usv,OK
2ixo,OK
5fu0,OK
1wl0,OK
5kdd,OK
5efk,OK
3mn6,OK
1dc3,OK
4j9s,OK
3cln,OK
4up9,counts
2ixm,OK
1e7y,OK
2w8z,OK
3wmf,counts
4h0t,OK
1nen,OK
5m56,OK
1tkd,OK
3iqi,OK
5ni6,OK
2ej6,OK
5m7w,counts
1hdq,OK
4boy,OK
1ndw,OK
3ids,OK
3bl9,OK
6cgl,OK
1jik,OK
3q1l,OK
4rd1,OK
2dvw,OK
6ci9,OK
2rfh,OK
3ncg,OK
5utu,OK
5bkb,OK
1uoh,OK
1gy5,OK
1th7,OK
4q02,OK
2j0e,OK
1oyc,OK
4nua,OK
3gc9,OK
2xx3,OK
4hax,OK
4bci,OK
3x32,OK
5zdz,OK
4iof,OK
3zcy,OK
5lw2,OK
1t7l,counts
4ajy,OK
4c8h,OK
4s35,counts
3m3j,OK
2vi9,OK
2g5w,OK
4eex,OK
4n0e,OK
5e7q,OK
1n95,OK
5k7x,OK
1xw3,OK
4lry,OK
1uxk,OK
4gni,OK
6dae,counts
